Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Hour,Pedestrian_Count,Weather_Temperature,Weather_Precipitation,Weather_Wind_Speed,Event_Flag,Holiday_Flag,Day_of_Week,Month,Season,Attraction_Score,Tourist_Saturation_Level
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-18,12,30599,20.83,1.58,7.59,0,0,1,4,Spring,50.666,0.781
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-19,12,33834,9.31,0.0,10.5,0,0,2,4,Spring,35.974,0.66
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-20,12,17900,10.26,0.0,20.95,0,0,3,4,Spring,39.645,0.696
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-21,12,23746,1.94,0.0,9.94,0,0,4,4,Spring,7.496,0.201
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-22,12,30101,3.39,0.0,11.06,0,0,5,4,Spring,14.671,0.356
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-23,12,95503,17.63,0.0,12.32,0,0,6,4,Spring,76.297,0.899
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-24,12,78631,13.26,0.0,6.28,0,0,0,4,Spring,51.237,0.785
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-25,12,34813,9.3,0.0,13.14,0,0,1,4,Spring,35.935,0.66
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-26,12,48014,10.99,0.0,17.53,0,0,2,4,Spring,42.465,0.72
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-27,12,33349,14.12,0.0,17.69,0,0,3,4,Spring,54.56,0.805
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-28,12,60283,20.92,1.39,10.15,0,0,4,4,Spring,53.23,0.797
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-29,12,45848,-2.55,0.0,16.66,0,0,5,4,Spring,0.0,0.0
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-04-30,12,67562,26.26,0.0,20.05,0,0,6,4,Spring,59.462,0.832
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-01,12,71282,13.46,2.18,14.77,0,0,0,5,Spring,29.333,0.585
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-02,12,78912,25.21,1.23,9.81,0,0,1,5,Spring,43.09,0.725
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-03,12,49583,15.9,0.0,11.25,0,0,2,5,Spring,61.438,0.842
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-04,12,38631,7.76,0.0,8.76,0,0,3,5,Spring,29.985,0.593
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-05,12,55597,7.46,0.0,13.55,0,0,4,5,Spring,28.825,0.579
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-06,12,44088,17.55,0.0,8.71,0,0,5,5,Spring,75.951,0.898
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-07,12,123757,13.55,0.0,18.58,0,0,6,5,Spring,58.64,0.828
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-08,12,19761,7.25,0.0,16.56,0,0,0,5,Spring,28.014,0.568
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-09,12,41177,10.34,3.25,5.57,0,0,1,5,Spring,13.984,0.343
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-10,12,46155,17.16,0.0,13.41,0,0,2,5,Spring,66.306,0.863
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-11,12,38700,8.66,0.0,14.91,0,0,3,5,Spring,33.462,0.634
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-12,12,63264,16.76,0.0,14.61,0,0,4,5,Spring,64.761,0.857
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-13,12,29707,5.29,0.0,9.97,0,0,5,5,Spring,22.893,0.497
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-14,12,55260,18.08,1.3,9.19,0,0,6,5,Spring,57.901,0.824
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-15,12,62291,19.58,0.9,15.29,0,0,0,5,Spring,62.039,0.845
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-16,12,61665,20.87,0.0,20.75,0,0,1,5,Spring,73.918,0.891
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-17,12,40673,10.29,0.0,11.73,0,0,2,5,Spring,39.761,0.697
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-18,12,29208,10.97,0.0,22.1,0,0,3,5,Spring,42.388,0.72
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-19,12,68968,12.11,1.37,8.6,0,0,4,5,Spring,33.972,0.639
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-20,12,76650,14.96,2.3,11.64,0,0,5,5,Spring,34.961,0.65
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-21,12,59323,11.01,0.0,4.62,0,0,6,5,Spring,47.648,0.761
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-22,12,71311,20.0,0.0,15.96,0,0,0,5,Spring,77.28,0.902
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-23,12,59045,14.09,1.45,14.5,0,0,1,5,Spring,38.655,0.686
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-24,12,37751,9.89,0.0,20.8,0,0,2,5,Spring,38.215,0.682
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-25,12,37110,24.19,1.02,7.08,0,0,3,5,Spring,48.628,0.767
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-26,12,19187,11.6,0.0,11.26,0,0,4,5,Spring,44.822,0.739
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-05-27,12,113706,26.66,0.0,11.49,0,0,5,5,Spring,57.731,0.823
